Sentence #,Word,POS,Tag
,responsibility,NN,O
,for,IN,O
,that,DT,O
,blast,NN,O
,that,WDT,O
,killed,VBD,O
,13,CD,O
,and,CC,O
,injured,VBD,O
,23,CD,O
,others,NNS,O
,.,.,O
848,An,DT,O
,American,JJ,gpe
,soldier,NN,O
,was,VBD,O
,also,RB,O
,killed,VBN,O
,when,WRB,O
,a,DT,O
,bomb,NN,O
,exploded,VBD,O
,in,IN,O
,western,JJ,geo
,Baghdad,NNP,geo
,.,.,O
849,The,DT,O
,violence,NN,O
,came,VBD,O
,as,IN,O
,Mr.,NNP,per
,Rumsfeld,NNP,per
,visited,VBD,O
,U.S.,NNP,org
,troops,NNS,O
,in,IN,O
,Mosul,NNP,geo
,and,CC,O
,Baghdad,NNP,geo
,.,.,O
850,He,PRP,O
,also,RB,O
,observed,VBD,O
,Iraqi,JJ,org
,police,NN,O
,and,CC,O
,special,JJ,O
,forces,NNS,O
,perform,VBP,O
,training,NN,O
,exercises,NNS,O
,",",",",O
,before,IN,O
,he,PRP,O
,met,VBD,O
,with,IN,O
,Iraqi,JJ,org
,interim,JJ,O
,Prime,NNP,per
,Minister,NNP,O
,Iyad,NNP,per
,Allawi,NNP,per
,.,.,O
851,Nigerian,JJ,gpe
,authorities,NNS,O
,say,VBP,O
,kidnappers,NNS,O
,have,VBP,O
,released,VBN,O
,a,DT,O
,Polish,JJ,gpe
,oil,NN,O
,worker,NN,O
,seized,VBN,O
,last,JJ,O
,week,NN,O
,in,IN,O
,the,DT,O
,country,NN,O
,'s,POS,O
,restive,JJ,O
,Niger,NNP,gpe
,Delta,NNP,O
,region,NN,O
,.,.,O
852,The,DT,O
,officials,NNS,O
,say,VBP,O
,the,DT,O
,Polish,JJ,gpe
,national,NN,O
,was,VBD,O
,released,VBN,O
,late,JJ,O
,Sunday,NNP,tim
,.,.,O
853,He,PRP,O
,was,VBD,O
,seized,VBN,O
,Thursday,NNP,tim
,by,IN,O
,six,CD,O
,gunmen,NNS,O
,near,IN,O
,the,DT,O
,southern,JJ,O
,city,NN,O
,of,IN,O
,Warri,NNP,geo
,.,.,O
854,Abduction,NN,O
,for,IN,O
,ransom,NN,O
,or,CC,O
,to,TO,O
,press,VB,O
,political,JJ,O
,demands,NNS,O
,is,VBZ,O
,frequent,JJ,O
,in,IN,O
,the,DT,O
,oil-rich,NN,org
,Niger,NNP,gpe
,Delta,NNP,org
,.,.,O
855,In,IN,O
,all,DT,O
,",",",",O
,more,JJR,O
,than,IN,O
,100,CD,O
,foreign,JJ,O
,oil,NN,O
,workers,NNS,O
,have,VBP,O
,been,VBN,O
,kidnapped,VBN,O
,in,IN,O
,the,DT,O
,region,NN,O
,this,DT,O
,year,NN,O
,.,.,O
856,Most,JJS,O
,have,VBP,O
,been,VBN,O
,released,VBN,O
,unharmed,JJ,O
,",",",",O
,often,RB,O
,after,IN,O
,a,DT,O
,payment,NN,O
,of,IN,O
,ransom,NN,O
,.,.,O
857,Some,DT,O
,kidnappings,NNS,O
,have,VBP,O
,been,VBN,O
,carried,VBN,O
,out,RP,O
,by,IN,O
,criminal,JJ,O
,gangs,NNS,O
,",",",",O
,while,IN,O
,others,NNS,O
,are,VBP,O
,the,DT,O
,work,NN,O
,of,IN,O
,militants,NNS,O
,who,WP,O
,want,VBP,O
,impoverished,JJ,O
,local,JJ,O
,villages,NNS,O
,to,TO,O
,get,VB,O
,more,JJR,O
,of,IN,O
,the,DT,O
,region,NN,O
,'s,POS,O
,oil,NN,O
,wealth,NN,O
,.,.,O
858,The,DT,O
,attacks,NNS,O
,on,IN,O
,the,DT,O
,oil,NN,O
,industry,NN,O
,have,VBP,O
,caused,VBN,O
,Nigeria,NNP,org
,to,TO,O
,cut,VB,O
,oil,NN,O
,production,NN,O
,by,IN,O
,almost,RB,tim
,25,CD,O
,percent,NN,O
,.,.,O
859,U.S.,NNP,org
,Treasury,NNP,org
,officials,NNS,O
,have,VBP,O
,frozen,VBN,O
,the,DT,O
,assets,NNS,O
,of,IN,O
,an,DT,O
,Ohio-based,JJ,O
,nonprofit,JJ,O
,group,NN,O
,because,IN,O
,they,PRP,O
,say,VBP,O
,it,PRP,O
,has,VBZ,O
,ties,NNS,O
,to,TO,O
,the,DT,O
,Palestinian,JJ,gpe
,militant,JJ,O
,organization,NN,O
,Hamas,NNP,org
,.,.,O
860,Officials,NNS,O
,said,VBD,O
,Sunday,NNP,tim
,that,IN,O
,the,DT,O
,group,NN,O
,named,VBN,O
,KindHearts,NNP,org
,has,VBZ,O
,coordinated,VBN,O
,with,IN,O
,Hamas,NNP,org
,leaders,NNS,O
,and,CC,O
,has,VBZ,O
,ties,NNS,O
,to,TO,O
,two,CD,O
,other,JJ,O
,U.S.-based,JJ,O
,charities,NNS,O
,accused,VBN,O
,of,IN,O
,links,NNS,O
,to,TO,O
,terrorism,NN,O
,.,.,O
861,Those,DT,O
,groups,NNS,O
,were,VBD,O
,shut,VBN,O
,down,RP,O
,by,IN,O
,U.S.,NNP,org
,officials,NNS,O
,in,IN,O
,late,JJ,O
,2001,CD,tim
,.,.,O
862,KindHearts,NNP,org
,describes,VBZ,O
,itself,PRP,O
,on,IN,O
,its,PRP$,O
,Web,NNP,art
,site,NN,O
,as,IN,O
,a,DT,O
,nonprofit,JJ,O
,charitable,JJ,O
,organization,NN,O
,administering,VBG,O
,humanitarian,JJ,O
,aid,NN,O
,to,TO,O
,the,DT,O
,world,NN,O
,'s,POS,O
,poor,NN,O
,.,.,O
863,KindHearts,NNP,org
,officials,NNS,O
,have,VBP,O
,not,RB,O
,commented,VBN,O
,on,IN,O
,the,DT,O
,alleged,JJ,O
,links,NNS,O
,to,TO,O
,terrorism,NN,O
,.,.,O
864,Hamas,NNP,org
,dominated,VBD,O
,recent,JJ,O
,Palestinian,JJ,gpe
,elections,NNS,O
,",",",",O
,but,CC,O
,U.S.,NNP,org
,officials,NNS,O
,regard,VBP,O
,it,PRP,O
,as,IN,O
,a,DT,O
,terrorist,JJ,O
,organization,NN,O
,.,.,O
865,The,DT,O
,group,NN,O
,refuses,VBZ,O
,to,TO,O
,recognize,VB,O
,Israel,NNP,org
,'s,POS,O
,right,NN,O
,to,TO,O
,exist,VB,O
,and,CC,O
,has,VBZ,O
,organized,VBN,O
,suicide,NN,O
,attacks,NNS,O
,against,IN,O
,Israeli,JJ,gpe
,targets,NNS,O
,in,IN,O
,the,DT,O
,past,NN,O
,.,.,O
866,China,NNP,geo
,says,VBZ,O
,it,PRP,O
,has,VBZ,O
,designated,VBN,O
,three,CD,O
,parks,NNS,O
,in,IN,O
,outlying,VBG,O
,parts,NNS,O
,of,IN,O
,Beijing,NNP,geo
,to,TO,O
,be,VB,O
,used,VBN,O
,for,IN,O
,public,JJ,O
,protests,NNS,O
,during,IN,O
,the,DT,O
,Olympic,NNP,eve
,Games,NNPS,eve
,next,JJ,O
,month,NN,O
,.,.,O
867,China,NNP,geo
,'s,POS,O
,head,NN,O
,of,IN,O
,Olympic,NNP,eve
,security,NN,O
,",",",",O
,Liu,NNP,per
,Shaowu,NNP,per
,",",",",O
,made,VBD,O
,the,DT,O
,announcement,NN,O
,Wednesday,NNP,tim
,at,IN,O
,a,DT,O
,news,NN,O
,conference,NN,O
,.,.,O
868,He,PRP,O
,said,VBD,O
,protesters,NNS,O
,may,MD,O
,stage,VB,O
,demonstrations,NNS,O
,if,IN,O
,they,PRP,O
,apply,VBP,O
,to,TO,O
,the,DT,O
,government,NN,O
,for,IN,O
,a,DT,O
,permit,NN,O
,and,CC,O
,are,VBP,O
,approved,VBN,O
,.,.,O
869,He,PRP,O
,did,VBD,O
,not,RB,O
,answer,VB,O
,questions,NNS,O
,about,IN,O
,whether,IN,O
,foreigners,NNS,O
,could,MD,O
,protest,VB,O
,in,IN,O
,the,DT,O
,parks,NNS,O
,",",",",O
,or,CC,O
,whether,IN,O
,there,EX,O
,would,MD,O
,be,VB,O
,restrictions,NNS,O
,on,IN,O
,what,WP,O
,people,NNS,O
,could,MD,O
,protest,VB,O
,about,RB,O
,.,.,O
870,The,DT,O
,city,NN,O
,of,IN,O
,Athens,NNP,org
,",",",",O
,Greece,NNP,geo
,",",",",O
,designated,VBN,O
,such,JJ,O
,protest,NN,O
,areas,NNS,O
,when,WRB,O
,it,PRP,O
,hosted,VBD,O
,the,DT,O
,Olympic,NNP,eve
,Games,NNPS,eve
,in,IN,O
,2004,CD,tim
,.,.,O
871,The,DT,O
,International,NNP,org
,Olympic,NNP,org
,Committee,NNP,org
,bars,VBZ,O
,demonstrations,NNS,O
,at,IN,O
,Olympic,NNP,eve
,venues,NNS,O
,.,.,O
872,The,DT,O
,international,JJ,O
,portion,NN,O
,of,IN,O
,the,DT,O
,Olympic,NNP,eve
,torch,NN,O
,relay,NN,O
,was,VBD,O
,marred,VBN,O
,in,IN,O
,some,DT,O
,cities,NNS,O
,earlier,RBR,O
,this,DT,O
,year,NN,O
,by,IN,O
,protests,NNS,O
,against,IN,O
,China,NNP,org
,'s,POS,O
,rule,NN,O
,in,IN,O
,Tibet,NNP,geo
,.,.,O
873,Childhood,NNP,O
,obesity,NN,O
,affects,VBZ,O
,children,NNS,O
,in,IN,O
,most,JJS,O
,countries,NNS,O
,in,IN,O
,the,DT,O
,world,NN,O
,according,VBG,O
,to,TO,O
,the,DT,O
,International,NNP,org
,Obesity,NNP,org
,Task,NNP,org
,Force,NNP,org
,.,.,O
874,Now,RB,O
,",",",",O
,a,DT,O
,new,JJ,O
,study,NN,O
,shows,VBZ,O
,that,IN,O
,one,CD,O
,of,IN,O
,the,DT,O
,most,RBS,O
,effective,JJ,O
,ways,NNS,O
,of,IN,O
,preventing,VBG,O
,obesity,NN,O
,--,:,O
,exercise,NN,O
,--,:,O
,is,VBZ,O
,something,DT,O
,children,NNS,O
,are,VBP,O
,not,RB,O
,getting,VBG,O
,enough,RB,O
,of,IN,O
,.,.,O
875,VOA,NNP,org
,'s,POS,O
,Carol,NNP,per
,Pearson,NNP,per
,reports,VBZ,O
,.,.,O
876,The,DT,O
,last,JJ,O
,Australian,JJ,gpe
,aid,NN,O
,agency,NN,O
,operating,VBG,O
,in,IN,O
,Iraq,NNP,geo
,says,VBZ,O
,it,PRP,O
,is,VBZ,O
,pulling,VBG,O
,out,RP,O
,.,.,O
877,World,NNP,org
,Vision,NNP,org
,Australia,NNP,org
,chief,NN,O
,Tim,NNP,per
,Costello,NNP,per
,says,VBZ,O
,the,DT,O
,situation,NN,O
,in,IN,O
,Iraq,NNP,geo
,is,VBZ,O
,too,RB,O
,dangerous,JJ,O
,for,IN,O
,its,PRP$,O
,staff,NN,O
,to,TO,O
,remain,VB,O
,.,.,O
878,He,PRP,O
,says,VBZ,O
,the,DT,O
,work,NN,O
,the,DT,O
,organization,NN,O
,has,VBZ,O
,been,VBN,O
,doing,VBG,O
,in,IN,O
,Iraq,NNP,geo
,will,MD,O
,be,VB,O
,handed,VBN,O
,over,IN,O
,to,TO,O
,local,JJ,O
,officials,NNS,O
,and,CC,O
,any,DT,O
,unspent,JJ,O
,funds,NNS,O
,will,MD,O
,be,VB,O
,returned,VBN,O
,to,TO,O
,donors,NNS,O
,.,.,O
879,Mr.,NNP,per
,Costello,NNP,per
,says,VBZ,O
,the,DT,O
,agency,NN,O
,made,VBD,O
,the,DT,O
,decision,NN,O
,to,TO,O
,leave,VB,O
,Iraq,NNP,geo
,before,IN,O
,the,DT,O
,apparent,JJ,O
,murder,NN,O
,of,IN,O
,international,JJ,O
,aid,NN,O
,worker,NN,O
,Margaret,NNP,per
,Hassan,NNP,per
,.,.,O
880,World,NNP,O
,Vision,NNP,O
,Australia,NNP,O
,'s,POS,O
,Iraqi,JJ,org
,head,NN,O
,of,IN,O
,operations,NNS,O
,",",",",O
,Mohammed,NNP,per
,Hushiar,NNP,per
,",",",",O
,was,VBD,O
,killed,VBN,O
,in,IN,O
,late,JJ,O
,September,NNP,tim
,in,IN,O
,the,DT,O
,northern,JJ,O
,city,NN,O
,of,IN,O
,Mosul,NNP,geo
,.,.,O
881,A,DT,O
,published,JJ,O
,report,NN,O
,says,VBZ,O
,the,DT,O
,Bush,NNP,per
,administration,NN,O
,is,VBZ,O
,pressing,VBG,O
,Iraqi,JJ,gpe
,leaders,NNS,O
,to,TO,O
,end,VB,O
,their,PRP$,O
,political,JJ,O
,stalemate,NN,O
,and,CC,O
,form,VB,O
,a,DT,O
,new,JJ,O
,government,NN,O
,.,.,O
882,The,DT,O
,New,NNP,org
,York,NNP,org
,Times,NNP,org
,newspaper,NN,O
,says,VBZ,O
,Secretary,NNP,per
,of,IN,O
,State,NNP,per
,Condoleezza,NNP,per
,Rice,NNP,per
,telephoned,VBD,O
,Iraq,NNP,org
,'s,POS,O
,President,NNP,per
,Jalal,NNP,per
,Talabani,NNP,per
,on,IN,O
,Friday,NNP,tim
,to,TO,O
,urge,VB,O
,that,IN,O
,the,DT,O
,government,NN,O
,be,VB,O
,formed,VBN,O
,as,RB,O
,soon,RB,O
,as,IN,O
,possible,JJ,O
,.,.,O
883,It,PRP,O
,says,VBZ,O
,Ms.,NNP,per
,Rice,NNP,per
,and,CC,O
,Vice,NNP,per
,President,NNP,per
,Dick,NNP,per
,Cheney,NNP,per
,conveyed,VBD,O
,the,DT,O
,same,JJ,O
,message,NN,O
,in,IN,O
,a,DT,O
,White,NNP,org
,House,NNP,org
,meeting,NN,O
,with,IN,O
,Adil,NNP,per
,Abdul,NNP,per
,Mahdi,NNP,per
,",",",",O
,a,DT,O
,leading,VBG,O
,Shi'ite,NNP,org
,politician,NN,O
,named,VBN,O
,as,IN,O
,one,CD,O
,of,IN,O
,the,DT,O
,new,JJ,O
,Iraqi,JJ,gpe
,vice,NN,O
,presidents,NNS,O
,.,.,O
884,U.S.,NNP,geo
,officials,NNS,O
,have,VBP,O
,said,VBN,O
,repeatedly,RB,O
,that,IN,O
,Iraqis,NNS,gpe
,must,MD,O
,form,VB,O
,their,PRP$,O
,own,JJ,O
,government,NN,O
,without,IN,O
,American,JJ,gpe
,intervention,NN,O
,.,.,O
885,But,CC,O
,efforts,NNS,O
,to,TO,O
,name,VB,O
,a,DT,O
,new,JJ,O
,cabinet,NN,O
,in,IN,O
,Baghdad,NNP,geo
,have,VBP,O
,failed,VBN,O
,",",",",O
,although,IN,O
,nearly,RB,O
,three,CD,O
,months,NNS,O
,have,VBP,O
,passed,VBN,O
,since,IN,O
,the,DT,O
,Iraqi,JJ,org
,elections,NNS,O
,.,.,O
886,Many,JJ,O
,Iraqis,NNS,gpe
,blame,VBP,O
,the,DT,O
,political,JJ,O
,turmoil,NN,O
,for,IN,O
,a,DT,O
,recent,JJ,O
,upsurge,NN,O
,in,IN,O
,violence,NN,O
,.,.,O
887,Israeli,JJ,gpe
,Prime,NNP,per
,Minister,NNP,per
,Ehud,NNP,per
,Olmert,NNP,per
,is,VBZ,O
,scheduled,VBN,O
,to,TO,O
,meet,VB,O
,with,IN,O
,Palestinian,JJ,gpe
,President,NNP,per
,Mahmoud,NNP,per
,Abbas,NNP,per
,Wednesday,NNP,tim
,in,IN,O
,Jerusalem,NNP,geo
,.,.,O
888,Palestinian,JJ,gpe
,negotiator,NN,O
,Saeb,NNP,per
,Erekat,NNP,per
,said,VBD,O
,the,DT,O
,talks,NNS,O
,will,MD,O
,focus,VB,O
,on,IN,O
,permanent-status,JJ,O
,issues,NNS,O
,",",",",O
,Israeli,JJ,gpe
,checkpoints,NNS,O
,and,CC,O
,the,DT,O
,fate,NN,O
,of,IN,O
,Palestinian,JJ,gpe
,prisoners,NNS,O
,.,.,O
889,The,DT,O
,meeting,NN,O
,",",",",O
,at,IN,O
,Mr.,NNP,per
,Olmert,NNP,per
,'s,POS,O
,official,JJ,O
,residence,NN,O
,",",",",O
,will,MD,O
,be,VB,O
,the,DT,O
,first,NN,O
,between,IN,tim
,the,DT,O
,two,CD,O
,since,IN,O
,Mr.,NNP,per
,Olmert,NNP,per
,announced,VBD,O
,that,IN,O
,he,PRP,O
,will,MD,O
,step,VB,O
,down,RB,O
,after,IN,O
,his,PRP$,O
,Kadima,NNP,org
,Party,NNP,org
,chooses,VBZ,O
,a,DT,O
,new,JJ,O
,leader,NN,O
,in,IN,O
,September,NNP,tim
,.,.,O
890,The,DT,O
,two,CD,O
,leaders,NNS,O
,re-started,JJ,O
,peace,NN,O
,talks,NNS,O
,in,IN,O
,November,NNP,tim
,with,IN,O
,the,DT,O
,goal,NN,O
,of,IN,O
,reaching,VBG,O
,a,DT,O
,deal,NN,O
,by,IN,O
,this,DT,O
,year,NN,O
,'s,POS,tim
,end,NN,tim
,.,.,O
891,Authorities,NNS,O
,in,IN,O
,Afghanistan,NNP,geo
,say,VBP,O
,nine,CD,O
,Afghan,JJ,gpe
,soldiers,NNS,O
,and,CC,O
,10,CD,O
,Taleban,NNP,org
,rebels,NNS,O
,have,VBP,O
,been,VBN,O
,killed,VBN,O
,in,IN,O
,two,CD,O
,separate,JJ,O
,ambushes,NNS,O
,in,IN,O
,the,DT,O
,country,NN,O
,'s,POS,O
,restive,JJ,O
,south,NN,O
,.,.,O
892,A,DT,O
,provincial,JJ,O
,government,NN,O
,official,NN,O
,says,VBZ,O
,suspected,JJ,O
,Taleban,NNP,org
,rebels,NNS,O
,attacked,VBD,O
,the,DT,O
,soldiers,NNS,O
,late,JJ,O
,Thursday,NNP,tim
,when,WRB,O
,they,PRP,O
,were,VBD,O
,on,IN,O
,patrol,NN,O
,in,IN,O
,the,DT,O
,remote,JJ,O
,Chakul,NNP,geo
,area,NN,O
,of,IN,O
,southern,JJ,O
,Helmand,NNP,geo
,province,NN,O
,.,.,O
893,Later,RB,tim
,",",",",O
,a,DT,O
,person,NN,O
,claiming,VBG,O
,to,TO,O
,be,VB,O
,a,DT,O
,Taleban,NNP,org
,spokesman,NN,O
,claimed,VBD,O
,responsibility,NN,O
,for,IN,O
,the,DT,O
,attack,NN,O
,.,.,O
894,The,DT,O
,U.S.,NNP,org
,military,NN,O
,said,VBD,O
,10,CD,O
,Taleban,NNP,org
,rebels,NNS,O
,also,RB,O
,were,VBD,O
,killed,VBN,O
,Thursday,NNP,tim
,during,IN,O
,a,DT,O
,U.S.,NNP,org
,helicopter,NN,O
,raid,NN,O
,in,IN,O
,southeastern,JJ,O
,Khost,NNP,geo
,province,NN,O
,after,IN,O
,five,CD,O
,Afghan,JJ,gpe
,soldiers,NNS,O
,were,VBD,O
,wounded,VBN,O
,in,IN,O
,an,DT,O
,ambush,NN,O
,.,.,O
895,Taleban,NNP,org
,activity,NN,O
,has,VBZ,O
,eased,VBN,O
,during,IN,O
,the,DT,O
,harshest,JJS,O
,Afghan,JJ,gpe
,winter,NN,O
,in,IN,O
,decades,NNS,O
,",",",",O
,but,CC,O
,officials,NNS,O
,believe,VBP,O
,upcoming,VBG,O
,warmer,JJR,O
,weather,NN,O
,will,MD,O
,result,VB,O
,in,IN,O
,a,DT,O
,renewed,JJ,O
,surge,NN,O
,of,IN,O
,violence,NN,O
,.,.,O
896,Britain,NNP,geo
,'s,POS,O
,defense,NN,O
,ministry,NN,O
,has,VBZ,O
,defended,VBN,O
,its,PRP$,O
,decision,NN,O
,to,TO,O
,allow,VB,O
,the,DT,O
,sailors,NNS,O
,and,CC,O
,marines,NNS,O
,freed,VBN,O
,by,IN,O
,Iran,NNP,geo
,last,JJ,O
,week,NN,O
,to,TO,O
,sell,VB,O
,their,PRP$,O
,stories,NNS,O
,-,IN,O
,a,DT,O
,reversal,NN,O
,of,IN,O
,usual,JJ,O
,policy,NN,O
,.,.,O
897,On,IN,O
,Sunday,NNP,tim
,",",",",O
,the,DT,O
,ministry,NN,O
,said,VBD,O
,that,IN,O
,huge,JJ,O
,public,JJ,O
,interest,NN,O
,made,VBD,O
,the,DT,O
,circumstances,NNS,O
,exceptional,JJ,O
,.,.,O
898,Members,NNS,O
,of,IN,O
,the,DT,O
,opposition,NN,O
,Conservative,NNP,org
,Party,NNP,org
,immediately,RB,O
,challenged,VBD,O
,the,DT,O
,decision,NN,O
,.,.,O
899,Many,JJ,O
,families,NNS,O
,of,IN,O
,British,JJ,gpe
,troops,NNS,O
,killed,VBN,O
,in,IN,O
,Iraq,NNP,geo
,and,CC,O
,Afghanistan,NNP,geo
,have,VBP,O
,also,RB,O
,said,VBD,O
,they,PRP,O
,find,VBP,O
,the,DT,O
,decision,NN,O
,distasteful,NN,O
,.,.,O
900,The,DT,O
,two,CD,O
,officers,NNS,O
,among,IN,O
,the,DT,O
,15,CD,O
,service,NN,O
,members,NNS,O
,detained,VBN,O
,in,IN,O
,Iran,NNP,geo
,for,IN,O
,13,CD,tim
,days,NNS,O
,have,VBP,O
,said,VBN,O
,they,PRP,O
,have,VBP,O
,chosen,VBN,O
,not,RB,O
,to,TO,O
,profit,VB,O
,from,IN,O
,stories,NNS,O
,of,IN,O
,their,PRP$,O
,captivity,NN,O
,",",",",O
,but,CC,O
,others,NNS,O
,in,IN,O
,the,DT,O
,group,NN,O
,have,VBP,O
,reportedly,RB,O
,made,VBN,O
,lucrative,JJ,O
,deals,NNS,O
,with,IN,O
,British,JJ,gpe
,media,NNS,O
,.,.,O
901,Several,NN,O
,of,IN,O
,the,DT,O
,the,DT,O
,former,JJ,O
,captives,NNS,O
,have,VBP,O
,said,VBN,O
,they,PRP,O
,were,VBD,O
,mistreated,VBN,O
,during,IN,O
,their,PRP$,O
,detention,NN,O
,.,.,O
902,However,RB,O
,",",",",O
,a,DT,O
,video,NN,O
,released,VBN,O
,Monday,NNP,tim
,",",",",O
,by,IN,O
,Iran,NNP,geo
,shows,VBZ,O
,the,DT,O
,sailors,NNS,O
,and,CC,O
,marines,NNS,O
,relaxing,VBG,O
,and,CC,O
,socializing,VBG,O
,during,IN,O
,their,PRP$,O
,captivity,NN,O
,.,.,O
903,The,DT,O
,weather,NN,O
,in,IN,O
,the,DT,O
,western,JJ,O
,U.S.,NNP,geo
,state,NN,O
,of,IN,O
,California,NNP,geo
,has,VBZ,O
,helped,VBN,O
,firefighters,NNS,O
,gain,VB,O
,greater,JJR,O
,control,NN,O
,of,IN,O
,a,DT,O
,massive,JJ,O
,wildfire,NN,O
,that,WDT,O
,is,VBZ,O
,burning,VBG,O
,near,IN,O
,the,DT,O
,populous,JJ,O
,city,NN,O
,of,IN,O
,Santa,NNP,geo
,Barbara,NNP,geo
,.,.,O
904,Fire,NN,O
,officials,NNS,O
,said,VBD,O
,the,DT,O
,winds,NNS,O
,were,VBD,O
,calmer,JJR,O
,overnight,JJ,O
,and,CC,O
,a,DT,O
,dense,NN,O
,fog,NN,O
,rolled,VBD,O
,in,IN,O
,Saturday,NNP,tim
,morning,NN,tim
,helping,VBG,O
,firefighters,NNS,O
,gain,VB,O
,control,NN,O
,of,IN,O
,30,CD,O
,percent,NN,O
,of,IN,O
,the,DT,O
,blaze,NN,O
,",",",",O
,compared,VBN,O
,to,TO,O
,10,CD,O
,percent,NN,O
,on,IN,O
,Friday,NNP,tim
,.,.,O
905,Authorities,NNS,O
,said,VBD,O
,the,DT,O
,fire,NN,O
,has,VBZ,O
,burned,VBN,O
,35,CD,O
,square,JJ,O
,kilometers,NNS,O
,and,CC,O
,has,VBZ,O
,damaged,VBN,O
,80,CD,O
,homes,NNS,O
,in,IN,O
,the,DT,O
,area,NN,O
,known,VBN,O
,for,IN,O
,its,PRP$,O
,large,JJ,O
,mansions,NNS,O
,and,CC,O
,scenic,JJ,O
,ocean,NN,O
,views,NNS,O
,.,.,O
906,Before,IN,O
,now,RB,O
,",",",",O
,strong,JJ,O
,overnight,JJ,O
,winds,NNS,O
,and,CC,O
,dry,JJ,O
,conditions,NNS,O
,had,VBD,O
,been,VBN,O
,making,VBG,O
,it,PRP,O
,difficult,JJ,O
,to,TO,O
,keep,VB,O
,the,DT,O
,blaze,NN,O
,from,IN,O
,spreading,VBG,O
,.,.,O
907,The,DT,O
,fire,NN,O
,",",",",O
,which,WDT,O
,began,VBD,O
,on,IN,O
,May,NNP,tim
,5,CD,tim
,",",",",O
,has,VBZ,O
,forced,VBN,O
,the,DT,O
,evacuation,NN,O
,of,IN,O
,more,JJR,O
,than,IN,O
,"30,000",CD,O
,.,.,O
908,More,JJR,O
,than,IN,O
,"4,200",CD,O
,personnel,NNS,O
,are,VBP,O
,battling,VBG,O
,the,DT,O
,wildfire,NN,O
,.,.,O
909,A,DT,O
,top,JJ,O
,aide,NN,O
,to,TO,O
,Iraqi,JJ,gpe
,Prime,NNP,per
,Minister,NNP,O
,Nouri,NNP,per
,al-Maliki,NNP,per
,says,VBZ,O
,the,DT,O
,government,NN,O
,has,VBZ,O
,launched,VBN,O
,an,DT,O
,inquiry,NN,O
,into,IN,O
,the,DT,O
,conduct,NN,O
,of,IN,O
,the,DT,O
,execution,NN,O
,of,IN,O
,Saddam,NNP,geo
,Hussein,NNP,geo
,and,CC,O
,how,WRB,O
,it,PRP,O
,was,VBD,O
,secretly,RB,O
,filmed,VBN,O
,and,CC,O
,distributed,VBN,O
,.,.,O
910,The,DT,O
,official,JJ,O
,execution,NN,O
,tape,NN,O
,",",",",O
,which,WDT,O
,had,VBD,O
,no,DT,O
,sound,NN,O
,",",",",O
,showed,VBD,O
,the,DT,O
,former,JJ,O
,dictator,NN,O
,being,VBG,O
,led,VBN,O
,to,TO,O
,the,DT,O
,gallows,NNS,O
,but,CC,O
,not,RB,O
,his,PRP$,O
,actual,JJ,O
,hanging,NN,O
,.,.,O
911,However,RB,O
,",",",",O
,video,NN,O
,captured,VBD,O
,on,IN,O
,a,DT,O
,mobile,JJ,O
,phone,NN,O
,camera,NN,O
,showed,VBD,O
,footage,NN,O
,and,CC,O
,sound,NN,O
,of,IN,O
,Saddam,NNP,geo
,being,VBG,O
,taunted,VBN,O
,and,CC,O
,then,RB,O
,dropping,VBG,O
,to,TO,O
,his,PRP$,O
,death,NN,O
,.,.,O
912,In,IN,O
,the,DT,O
,mobile,JJ,O
,phone,NN,O
,footage,NN,O
,",",",",O
,one,CD,O
,person,NN,O
,can,MD,O
,be,VB,O
,heard,VBN,O
,shouting,VBG,O
,"""",``,O
,Moqtada,NNP,geo
,",",",",O
,"""",``,O
,the,DT,O
,name,NN,O
,of,IN,O
,a,DT,O
,radical,JJ,O
,Shi'ite,NNP,O
,cleric,NN,O
,and,CC,O
,opponent,NN,O
,of,IN,O
,Saddam,NNP,geo
,.,.,O
913,The,DT,O
,unauthorized,JJ,O
,video,NN,O
,has,VBZ,O
,caused,VBN,O
,anger,NN,O
,among,IN,O
,many,JJ,O
,Saddam,NNP,geo
,supporters,NNS,O
,",",",",O
,who,WP,O
,say,VBP,O
,it,PRP,O
,shows,VBZ,O
,that,IN,O
,the,DT,O
,execution,NN,O
,was,VBD,O
,a,DT,O
,sectarian,JJ,O
,act,NN,O
,against,IN,O
,the,DT,O
,deposed,VBN,O
,Sunni,NNP,geo
,Arab,NNP,geo
,leader,NN,O
,.,.,O
914,Tuesday,NNP,tim
,",",",",O
,Sunni,NNP,geo
,Arab,NNP,geo
,mourners,NNS,O
,in,IN,O
,Saddam,NNP,geo
,'s,POS,O
,hometown,NN,O
,Tikrit,NN,O
,and,CC,O
,other,JJ,O
,cities,NNS,O
,marched,VBD,O
,to,TO,O
,pay,VB,O
,their,PRP$,O
,respects,NNS,O
,to,TO,O
,the,DT,O
,former,JJ,O
,dictator,NN,O
,.,.,O
915,Local,JJ,O
,officials,NNS,O
,in,IN,O
,Afghanistan,NNP,geo
,'s,POS,O
,northeastern,JJ,O
,Nuristan,NNP,geo
,Province,NNP,geo
,say,VBP,O
,three,CD,O
,Afghans,NNS,gpe
,who,WP,O
,had,VBD,O
,been,VBN,O
,kidnapped,VBN,O
,earlier,RBR,O
,in,IN,tim
,the,DT,O
,week,NN,O
,have,VBP,O
